City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,maardu,59.4767,25.025,28.4,73,40,10.36,EE,1732331680
288,nova vicosa,-17.8919,-39.3719,75.38,93,100,10.11,BR,1732331620
289,hammerfest,70.6634,23.6821,36.05,87,75,3.44,NO,1732331683
290,bouca,6.5105,18.2733,66.78,48,8,3.51,CF,1732331684
291,new norfolk,-42.7826,147.0587,78.93,35,100,0.94,AU,1732331685
292,chignahuapan,19.8333,-98.0333,43.2,93,66,1.19,MX,1732331686
293,palasa,18.7667,84.4167,75.16,64,35,4.7,IN,1732331687
294,najera,42.4244,-2.734,43.41,73,100,4.7,ES,1732331689
295,hedaru,-4.5,37.9,73.02,86,99,3.04,TZ,1732331690
296,noumea,-22.2763,166.4572,84.0,99,100,17.72,NC,1732331691
297,sao jose da coroa grande,-8.8978,-35.1478,76.71,83,35,12.35,BR,1732331692
298,turkmenbasy,40.0222,52.9552,43.57,75,0,6.91,TM,1732331693
299,choibalsan,48.0667,114.5,32.5,48,8,7.85,MN,1732331695
300,aioun,16.6614,-9.6149,73.42,14,91,8.81,MR,1732331696
301,torquay,50.4638,-3.5143,44.74,83,100,27.78,GB,1732331697
302,walvis bay,-22.9575,14.5053,58.21,92,0,9.1,NA,1732331453
303,lerwick,60.1545,-1.1494,35.08,62,8,1.81,GB,1732331701
304,worland,44.0169,-107.9554,36.05,60,0,0.0,US,1732331702
305,poronaysk,49.2167,143.1167,27.79,46,100,21.77,RU,1732331703
306,pacific grove,36.6177,-121.9166,62.71,92,100,15.01,US,1732331704
307,gora kalwaria,51.9765,21.2154,32.38,93,67,8.99,PL,1732331706
308,noosa heads,-26.3833,153.15,74.25,63,1,12.73,AU,1732331707
309,laojunmiao,39.8333,97.7333,31.19,41,100,2.51,CN,1732331708
310,abra pampa,-22.7205,-65.697,51.93,74,100,6.6,AR,1732331709
311,bathsheba,13.2167,-59.5167,83.01,89,40,16.11,BB,1732331711
312,sawai madhopur,25.9833,76.3667,66.29,35,0,3.0,IN,1732331712
313,argostolion,38.1811,20.489,60.19,72,89,20.67,GR,1732331713
314,okhotsk,59.3833,143.3,8.13,65,74,15.73,RU,1732331714
315,maumere,-8.6199,122.2111,88.34,61,90,1.79,ID,1732331717
316,pangoa,-12.1167,-73.0,67.32,96,24,3.18,PE,1732331718
317,plastun,44.7561,136.2939,31.48,42,0,9.75,RU,1732331719
318,sergeyevka,53.88,67.4158,18.95,86,5,10.13,KZ,1732331720
319,udalguri,26.7667,92.1333,67.73,59,16,5.57,IN,1732331566
320,eydhafushi,5.1033,73.0708,79.83,80,98,5.46,MV,1732331723
321,maputo,-25.9653,32.5892,74.12,85,83,5.82,MZ,1732331700
322,ostersund,63.1792,14.6357,19.85,79,86,16.11,SE,1732331510
323,salo,45.6086,10.531,35.69,52,1,6.31,IT,1732331726
324,boa vista,2.8197,-60.6733,84.18,65,20,6.91,BR,1732331726
325,nuuk,64.1835,-51.7216,25.41,50,13,20.71,GL,1732331729
326,zouerate,22.7187,-12.4521,75.09,18,35,4.21,MR,1732331730
327,puerto baquerizo moreno,-0.9,-89.6,72.19,75,30,12.86,EC,1732331731
328,langepas,61.2544,75.2124,18.9,94,100,11.32,RU,1732331732
329,fort st. john,56.2499,-120.8529,-0.51,85,100,8.05,CA,1732331735
330,pudozh,61.8099,36.5345,30.16,96,100,12.57,RU,1732331736
331,wotho,10.1657,166.0102,83.32,79,55,19.42,MH,1732331737
332,jogeva,58.7467,26.3939,28.15,79,90,8.61,EE,1732331738
333,hola,51.5377,23.1902,27.52,87,100,7.07,PL,1732331740
334,enriquillo,17.9,-71.2333,73.65,76,98,4.09,DO,1732331741
335,uruacu,-14.5247,-49.1408,72.39,91,93,2.71,BR,1732331742
336,lihue,21.9789,-159.3672,76.59,63,0,9.22,US,1732331743
337,atamyrat,37.8357,65.2106,51.82,63,0,6.85,TM,1732331746
338,cortland,42.6001,-76.083,35.73,95,100,0.0,US,1732331701
339,naliya,23.2667,68.8333,74.16,58,8,3.76,IN,1732331748
340,taulaga,-11.0553,-171.0883,83.48,75,99,9.64,AS,1732331749
341,turaif,31.6725,38.6637,50.25,66,0,9.22,SA,1732331751
342,bel ombre,-4.6167,55.4167,82.24,74,40,3.44,SC,1732331752
343,atlanta,33.749,-84.388,43.74,66,0,6.91,US,1732331547
344,qarqaraly,49.4058,75.4742,7.74,94,40,3.4,KZ,1732331754
345,luwuk,-0.9516,122.7875,82.42,74,100,3.06,ID,1732331755
346,delijan,33.9905,50.6838,48.54,30,16,1.03,IR,1732331757
347,esmeralda,21.8525,-78.1169,64.83,69,88,6.53,CU,1732331758
348,cidreira,-30.1811,-50.2056,66.56,88,100,18.9,BR,1732331473
349,kununurra,-15.7667,128.7333,98.58,41,40,4.61,AU,1732331503
350,nuku'alofa,-21.1333,-175.2,80.94,69,20,11.5,TO,1732331761
351,ischia porto,40.7333,13.95,54.66,76,35,17.0,IT,1732331763
352,primero de mayo,-32.2552,-58.4228,66.81,81,0,11.65,AR,1732331764
353,barah,13.7,30.3667,65.48,23,0,9.91,SD,1732331765
354,coxen hole,16.3244,-86.5366,76.28,65,20,5.75,HN,1732331548
355,smithers,54.7804,-127.1743,23.32,80,20,0.0,CA,1732331767
356,bardai,11.65,7.2333,62.29,21,83,9.17,NG,1732331769
357,bayji,34.9311,43.487,59.7,61,5,9.01,IQ,1732331770
358,bafoulabe,13.8065,-10.8321,73.76,17,92,3.09,ML,1732331771
359,itaituba,-4.2761,-55.9836,79.07,70,96,2.33,BR,1732331772
360,sirte,31.2089,16.5887,67.91,50,0,7.63,LY,1732331773
361,larbaa,36.5647,3.1543,56.25,94,75,1.14,DZ,1732331775
362,vorgashor,67.5833,63.95,18.63,95,92,15.14,RU,1732331776
363,la paz,-16.5,-68.15,49.98,87,75,8.05,BO,1732331494
364,pisco,-13.7,-76.2167,66.25,82,0,8.05,PE,1732331781
365,sao joao da barra,-21.6403,-41.0511,72.75,83,100,17.65,BR,1732331782
366,muswellbrook,-32.2667,150.9,89.73,21,0,5.3,AU,1732331783
367,choyr,46.3611,108.3611,27.46,40,8,3.44,MN,1732331785
368,ponta delgada,37.7333,-25.6667,68.72,94,40,12.66,PT,1732331786
369,kuusamo,65.9667,29.1833,24.84,93,100,16.11,FI,1732331787
370,alice springs,-23.7,133.8833,98.15,18,100,9.22,AU,1732331788
371,newman,37.3138,-121.0208,64.06,72,100,1.99,US,1732331789
372,alo,6.5486,4.2686,76.86,87,55,2.48,NG,1732331791
373,samamiya,11.3487,9.6399,61.18,28,17,3.6,NG,1732331793
374,bodo,67.28,14.405,33.84,93,75,31.07,NO,1732331794
375,atherton,53.5237,-2.4935,37.54,95,100,8.5,GB,1732331795
376,ta`u,-14.2336,-169.5144,80.89,83,100,19.35,AS,1732331797
377,areia branca,-4.9561,-37.1369,78.1,79,43,15.19,BR,1732331798
378,sinabang,2.4803,96.3801,78.33,90,100,4.81,ID,1732331799
379,tidjikja,18.5564,-11.4271,72.63,16,32,11.61,MR,1732331800
380,toliara,-23.35,43.6667,74.8,80,2,7.05,MG,1732331801
381,port moresby,-9.4431,147.1797,89.02,66,75,10.36,PG,1732331803
382,mana,5.6592,-53.7767,79.03,87,97,9.44,GF,1732331804
383,lady frere,-31.7031,27.2329,65.32,81,97,3.51,ZA,1732331805
384,marsberg,51.4617,8.8495,33.98,83,35,7.81,DE,1732331806
385,san jose del guaviare,2.5729,-72.6459,71.65,99,72,1.88,CO,1732331807
386,weno,7.4515,151.8468,89.55,74,100,11.5,FM,1732331809
387,shingu,33.7333,135.9833,55.49,46,43,8.14,JP,1732331810
388,yelizovo,53.1873,158.3805,30.34,51,0,6.71,RU,1732331625
389,el calafate,-50.3408,-72.2768,45.97,61,23,18.88,AR,1732331812
390,copala,16.65,-98.9833,76.66,87,71,3.15,MX,1732331813
391,kidal,18.4411,1.4078,71.91,13,0,7.99,ML,1732331814
392,tome acu,-2.4189,-48.1522,77.47,67,1,4.54,BR,1732331816
393,qaqortoq,60.7167,-46.0333,14.47,64,57,8.79,GL,1732331817
394,berberati,4.2612,15.7922,66.81,58,37,2.17,CF,1732331818
395,itaueira,-7.6033,-43.0256,78.33,70,31,3.31,BR,1732331763
396,livingston,55.9029,-3.5226,34.88,86,100,5.32,GB,1732331820
397,yung shue wan,22.2333,114.1167,69.67,69,100,1.99,HK,1732331822
398,sinop,41.7711,34.8709,52.75,80,3,18.12,TR,1732331823
399,mukalla,14.5425,49.1242,77.32,76,43,8.43,YE,1732331824
400,les anglais,18.3054,-74.2197,74.71,82,69,2.35,HT,1732331825
401,trzemeszno,52.5614,17.8231,31.87,89,87,15.37,PL,1732331827
402,togur,58.3631,82.8265,9.99,83,100,7.18,RU,1732331828
403,san juan,-31.5375,-68.5364,79.38,41,0,24.61,AR,1732331829
404,tanda,26.55,82.65,66.9,34,0,2.89,IN,1732331830
405,yurgamysh,55.3714,64.4656,23.18,82,60,10.45,RU,1732331831
406,bondo,3.8146,23.6866,69.1,87,100,1.48,CD,1732331832
407,vallenar,-28.5708,-70.7581,67.59,48,4,2.48,CL,1732331824
408,filadelfia,39.9523,-75.1638,39.45,95,100,10.36,US,1732331813
409,hwange,-18.3693,26.5019,78.89,35,64,5.03,ZW,1732331836
410,isangel,-19.55,169.2667,80.71,94,100,2.3,VU,1732331837
411,kirensk,57.7853,108.1119,20.59,82,72,13.04,RU,1732331839
412,dunedin,-45.8742,170.5036,50.81,75,92,3.0,NZ,1732331840
413,vila velha,-20.3297,-40.2925,75.15,83,75,16.11,BR,1732331841
414,sitia,35.2,26.0986,65.82,81,6,10.67,GR,1732331842
415,sarangani,5.4033,125.4636,82.94,80,100,25.34,PH,1732331843
416,vilyuysk,63.7553,121.6247,11.89,95,100,10.27,RU,1732331844
417,valdivia,-39.8142,-73.2459,55.49,98,100,0.67,CL,1732331643
418,del rio,29.3627,-100.8968,64.51,44,0,8.05,US,1732331756
419,ayaviri,-14.8864,-70.5889,51.91,64,99,3.27,PE,1732331849
420,marsa alam,25.0757,34.8918,70.56,45,0,7.38,EG,1732331773
421,shar,49.5886,81.0453,15.3,96,100,5.7,KZ,1732331852
422,port blair,11.6667,92.75,86.04,74,75,9.22,IN,1732331853
423,lompoc,34.6391,-120.4579,57.61,83,75,4.61,US,1732331809
424,yaren,-0.5472,166.916,82.44,77,84,11.99,NR,1732331857
425,pangai,-19.8,-174.35,78.91,83,40,11.5,TO,1732331858
426,arkalyk,50.2486,66.9114,21.06,77,1,9.93,KZ,1732331859
427,mossel bay,-34.1831,22.146,64.33,77,100,7.0,ZA,1732331860
428,astorga,-23.2325,-51.6656,72.39,68,100,12.06,BR,1732331862
429,aripuana,-9.1667,-60.6333,72.46,99,100,2.66,BR,1732331863
430,polyarnyy,69.1989,33.4478,27.75,76,49,30.76,RU,1732331864
431,al jawf,29.5,38.75,57.45,59,0,7.38,SA,1732331865
432,puerto deseado,-47.7503,-65.8938,62.19,40,0,22.24,AR,1732331866
433,praia da vitoria,38.7333,-27.0667,68.25,83,40,23.49,PT,1732331868
434,kati,12.7441,-8.0726,60.21,24,15,2.66,ML,1732331869
435,lodja,-3.4833,23.4333,69.22,99,100,1.57,CD,1732331870
436,bryne,58.7354,5.6477,31.95,95,75,9.22,NO,1732331871
437,amga,60.8953,131.9608,-2.2,94,54,2.08,RU,1732331872
438,sola,-13.8833,167.55,81.27,89,75,0.0,VU,1732331873
439,bubaque,11.2833,-15.8333,82.67,66,43,8.46,GW,1732331875
440,volksrust,-27.3654,29.8818,55.33,76,83,3.33,ZA,1732331876
441,lima,-12.0432,-77.0282,67.89,83,75,13.8,PE,1732331758
442,hadibu,12.65,54.0333,77.4,74,85,9.35,YE,1732331880
443,kirkuk,35.4681,44.3922,57.56,56,57,7.05,IQ,1732331881
444,valera,9.3178,-70.6036,72.32,94,100,5.61,VE,1732331882
445,alappuzha,9.49,76.3264,79.34,82,99,4.38,IN,1732331883
446,brandon,27.9378,-82.2859,58.93,86,0,0.0,US,1732331884
447,karratha,-20.7377,116.8463,90.64,35,14,11.77,AU,1732331886
448,barabai,-2.5833,115.3833,88.23,69,64,2.01,ID,1732331887
449,playa del ingles,27.7567,-15.5787,75.4,26,0,4.5,ES,1732331769
450,al khafji,28.4391,48.4913,69.08,52,47,16.4,SA,1732331889
451,saipan,15.1355,145.701,88.5,79,40,17.27,MP,1732331890
452,nagqu,31.5,92.0,26.47,18,100,2.91,CN,1732331891
453,tostado,-29.232,-61.7692,70.99,73,2,7.78,AR,1732331893
454,new plymouth,-39.0667,174.0833,56.32,100,100,17.69,NZ,1732331894
455,howrah,22.5892,88.3103,73.4,64,20,6.91,IN,1732331895
456,kulhudhuffushi,6.6221,73.07,79.52,81,100,10.18,MV,1732331896
457,nyala,12.05,24.8833,65.08,22,0,13.98,SD,1732331897
458,obsharovka,53.125,48.8531,35.71,97,96,6.17,RU,1732331899
459,panaba,21.2833,-88.2667,65.48,69,6,3.87,MX,1732331900
460,chibougamau,49.9168,-74.3659,37.02,81,100,9.22,CA,1732331839
461,mahina,-17.5065,-149.489,83.97,74,75,11.5,PF,1732331902
462,dudinka,69.4058,86.1778,-5.37,98,94,10.63,RU,1732331903
463,lagoa,39.05,-27.9833,65.34,89,100,30.42,PT,1732331905
464,qamdo,31.1667,97.2333,31.1,32,100,7.9,CN,1732331907
465,saskatoon,52.1168,-106.6345,-0.02,84,20,5.75,CA,1732331866
466,adh dhibiyah,24.5014,45.9686,62.19,57,75,9.1,SA,1732331910
467,alma,48.5501,-71.6491,37.06,82,100,7.58,CA,1732331663
468,patacamaya,-17.2333,-67.9167,46.44,86,93,7.94,BO,1732331912
469,saint-pierre,-21.3393,55.4781,78.48,83,0,3.44,RE,1732331904
470,midvagur,62.0511,-7.1939,29.23,74,52,2.3,FO,1732331914
471,luderitz,-26.6481,15.1594,58.62,86,0,11.72,NA,1732331916
472,tralee,52.2704,-9.7026,54.97,91,100,18.68,IE,1732331917
473,taro,-8.3862,115.28,86.16,56,90,3.31,ID,1732331918
474,geraldton,-28.7667,114.6,81.01,39,0,10.42,AU,1732331919
475,castillos,-34.1667,-53.8333,62.58,90,0,7.9,UY,1732331920
476,axim,4.8699,-2.2405,78.87,83,98,5.12,GH,1732331922
477,quepos,9.4236,-84.1652,77.5,86,82,2.39,CR,1732331923
478,tara,56.8944,74.371,14.09,92,63,6.62,RU,1732331924
479,selfoss,63.9331,-20.9971,22.41,63,78,14.29,IS,1732331925
480,betio village,1.358,172.9211,87.84,72,96,14.23,KI,1732331926
481,susuman,62.7833,148.1667,-30.14,99,79,0.74,RU,1732331928
482,tambura,5.6,27.4667,70.59,47,83,2.1,SS,1732331929
483,lobujya,27.95,86.8167,14.0,54,0,4.68,NP,1732331930
484,hasaki,35.7333,140.8333,56.73,41,100,16.67,JP,1732331933
485,minot air force base,48.4209,-101.3391,21.38,86,20,13.8,US,1732331934
486,sambava,-14.2667,50.1667,75.13,81,0,5.35,MG,1732331935
487,padangsidempuan,1.3667,99.2667,73.4,98,100,1.54,ID,1732331936
488,ilhabela,-23.7781,-45.3581,70.45,92,89,10.11,BR,1732331938
489,kogalym,62.2654,74.4791,18.7,94,100,18.34,RU,1732331939
490,jayapura,-2.5333,140.7,88.99,73,95,4.83,ID,1732331940
491,corner brook,48.9667,-57.9484,37.13,86,100,11.25,CA,1732331708
492,namibe,-15.1961,12.1522,70.93,81,100,2.55,AO,1732331942
493,piti village,13.4626,144.6933,88.68,74,40,14.97,GU,1732331943
494,bac lieu,9.285,105.7244,85.42,68,100,13.18,VN,1732331945
495,tilisarao,-32.7329,-65.2911,70.99,46,0,4.09,AR,1732331946
496,misratah,32.3754,15.0925,68.86,62,2,11.34,LY,1732331947
497,bobo-dioulasso,11.1771,-4.2979,64.85,45,0,4.61,BF,1732331948
498,matonga,-2.3833,34.0833,65.1,91,79,1.12,TZ,1732331950
499,oxelosund,58.6706,17.1015,16.18,92,0,6.91,SE,1732331951
500,benjamin aceval,-24.9667,-57.5667,78.21,64,97,3.67,PY,1732331952
501,montenero di bisaccia,41.9651,14.7814,42.94,75,70,6.69,IT,1732331954
502,broome,42.2506,-75.833,33.89,96,75,6.91,US,1732331956
503,fallon,39.4735,-118.7774,55.27,38,100,5.75,US,1732331957
504,karachi,24.9056,67.0822,69.62,88,1,4.61,PK,1732331958
505,dauphin,51.1494,-100.0502,12.34,73,0,16.11,CA,1732331959
506,funafuti,-8.5243,179.1942,89.6,74,75,5.75,TV,1732331960
507,pesqueira,-8.3578,-36.6964,68.36,79,33,5.39,BR,1732331926
508,decorah,43.3033,-91.7857,32.92,100,100,5.75,US,1732331963
509,balykshi,47.0667,51.8667,33.8,93,20,13.42,KZ,1732331964
510,solnechnyy,50.7214,136.6319,23.02,62,15,2.44,RU,1732331966
511,trujillo,-8.116,-79.03,62.56,88,20,6.91,PE,1732331967
512,benxi,41.2886,123.765,37.53,26,3,1.57,CN,1732331968
513,estevan,49.1334,-102.9842,14.2,85,100,11.5,CA,1732331969
514,burao,9.5221,45.5336,67.59,67,42,7.9,SO,1732331728
515,fish town,5.1964,-7.8756,71.67,99,56,0.29,LR,1732331972
516,poso,-1.3959,120.7524,87.89,61,70,6.33,ID,1732331973
517,usogorsk,63.4106,48.6872,29.86,81,99,12.12,RU,1732331974
518,kharp,66.8014,65.8081,19.09,96,100,5.01,RU,1732331976
519,kpandae,8.4689,-0.0113,73.56,31,28,4.54,GH,1732331977
520,gweru,-19.45,29.8167,67.64,51,77,6.08,ZW,1732331978
521,saudarkrokur,65.7461,-19.6394,16.56,88,18,4.54,IS,1732331979
522,hami,42.8,93.45,35.73,86,100,8.5,CN,1732331980
523,novo aripuana,-5.1206,-60.3797,75.18,95,100,3.13,BR,1732331981
524,ipua,-20.4381,-48.0122,69.49,92,63,6.2,BR,1732331984
525,olney,39.1532,-77.0669,42.42,88,100,13.8,US,1732331986
526,davydovka,51.1578,39.4292,40.78,64,100,23.06,RU,1732331988
527,alotau,-10.3069,150.4462,88.0,60,99,5.66,PG,1732331989
528,matthew town,20.95,-73.6667,76.46,84,11,9.71,BS,1732331990
529,soto la marina,23.7667,-98.2167,64.15,85,0,5.5,MX,1732331991
530,san luis de la loma,17.2706,-100.8939,78.49,88,28,2.93,MX,1732331995
531,fortuna,40.5982,-124.1573,52.93,92,100,5.75,US,1732331996
532,labytnangi,66.6572,66.4183,18.37,96,100,7.94,RU,1732331852
533,bandar abbas,27.1865,56.2808,75.18,88,40,6.91,IR,1732331998
534,dakhla,23.6848,-15.958,68.63,79,93,2.8,EH,1732332000
535,viedma,-40.8135,-62.9967,74.91,38,98,13.58,AR,1732331826
536,portland,45.5234,-122.6762,52.03,83,75,7.0,US,1732331835
537,nikol'sk,53.7189,46.0712,32.32,86,100,12.46,RU,1732332003
538,belyy yar,53.6039,91.3903,12.09,52,0,6.71,RU,1732332004
539,bandarbeyla,9.4942,50.8122,77.07,75,95,13.44,SO,1732332006
540,buala,-8.145,159.5921,85.44,71,60,5.61,SB,1732332007
541,gokwe,-18.2048,28.9349,70.47,41,75,7.11,ZW,1732332008
542,pasni,25.2631,63.471,74.97,61,3,5.26,PK,1732332009
543,shakawe,-18.3667,21.85,75.58,51,84,4.97,BW,1732332010
544,crediton,50.7833,-3.65,46.49,93,40,5.75,GB,1732332012
545,mount pearl,47.5166,-52.7813,40.96,97,100,10.36,CA,1732332013
546,midoun,33.8081,10.9923,68.81,69,100,21.7,TN,1732332014
547,kula,38.5473,28.6498,50.14,82,19,11.5,TR,1732332015
548,tozeur,33.9197,8.1335,61.2,44,20,17.27,TN,1732332016
549,whakatane,-37.9585,176.9854,66.0,58,100,6.46,NZ,1732332018
550,keflavik,64.0049,-22.5624,28.83,69,0,21.85,IS,1732332019
551,lelystad,52.5083,5.475,36.09,92,100,4.0,NL,1732331767
552,balan,46.6505,25.8083,18.41,97,81,4.65,RO,1732332022
553,king city,36.2127,-121.126,62.89,79,100,13.02,US,1732331927
554,zabaykal'sk,49.6333,117.3167,24.17,85,100,6.24,RU,1732332025
555,mohgaon,21.65,78.7167,65.5,43,3,2.33,IN,1732331953
556,el bauga,18.262,33.9081,68.0,31,5,10.27,SD,1732332027
557,kapa'a,22.0752,-159.319,77.32,68,0,9.22,US,1732332029
558,kayes,14.0,-11.0,74.19,16,100,3.71,ML,1732332030
559,la mira,18.035,-102.3266,77.18,87,12,3.71,MX,1732332031
560,burang,30.25,81.1667,26.62,28,1,6.42,CN,1732332032
561,valle de la pascua,9.2155,-66.0073,76.91,75,84,3.85,VE,1732332033
562,katabu,-4.9333,122.5167,93.24,45,85,5.21,ID,1732332035
563,verkhnevilyuysk,63.4453,120.3167,21.34,96,100,5.97,RU,1732332036
564,manga,11.6636,-1.0731,69.73,20,0,7.25,BF,1732331755
565,laibin,23.7,109.2667,67.05,55,1,6.38,CN,1732332038
566,mount isa,-20.7333,139.5,96.57,34,49,10.36,AU,1732332040
567,rundu,-17.9333,19.7667,72.93,62,97,3.06,NA,1732332041
568,mangaratiba,-22.9597,-44.0406,70.5,92,76,6.58,BR,1732332042
569,tubarjal,30.4999,38.216,57.16,60,0,8.16,SA,1732332043
570,vytegra,61.0064,36.4481,30.04,86,100,14.52,RU,1732332044
571,kapuskasing,49.4169,-82.4331,35.69,100,100,6.91,CA,1732332046
572,halmstad,56.6745,12.8568,34.02,75,11,14.97,SE,1732332047
573,idabel,33.8957,-94.8263,42.75,100,20,0.0,US,1732332048
574,chenzhou,25.8,113.0333,60.21,71,97,1.59,CN,1732332049
575,emmett,43.8735,-116.4993,54.57,46,100,10.22,US,1732332050
576,oral,51.2333,51.3667,33.78,86,100,15.66,KZ,1732332052
577,hinton,53.4001,-117.5857,12.63,95,100,2.91,CA,1732332053
578,caleta olivia,-46.4393,-67.5281,61.61,41,0,25.57,AR,1732332054
579,vangaindrano,-23.35,47.6,73.87,81,8,1.63,MG,1732332055
